Order ID,Order Date,Vendor ID,Vendor Name,Employee ID,Location,Item,Bill Amount,Status
O36735,24-10-2024,V4,Food Corner 4,E1673,Delhi,Non-Veg,187,Completed
O36780,24-10-2024,V1,Food Corner 1,E1674,Jaipur,Non-Veg,261,Completed
O36878,24-10-2024,V3,Food Corner 3,E1676,Ahmedabad,Non-Veg,254,Canceled
O36923,24-10-2024,V4,Food Corner 4,E1677,Hyderabad,Non-Veg,176,Completed
O36968,24-10-2024,V5,Food Corner 5,E1678,Kolkata,Veg,162,Canceled
O37394,24-10-2024,V5,Food Corner 5,E1687,Delhi,Non-Veg,120,Canceled
O37536,24-10-2024,V3,Food Corner 3,E1690,Bangalore,Veg,155,Completed
O37726,24-10-2024,V4,Food Corner 4,E1694,Delhi,Non-Veg,181,Canceled
O37774,24-10-2024,V1,Food Corner 1,E1695,Delhi,Non-Veg,104,Completed
O37818,24-10-2024,V2,Food Corner 2,E1696,Bangalore,Veg,242,Completed
O37958,24-10-2024,V3,Food Corner 3,E1699,Jaipur,Non-Veg,173,Canceled
O38150,24-10-2024,V3,Food Corner 3,E1703,Delhi,Non-Veg,203,Canceled
O38343,24-10-2024,V2,Food Corner 2,E1707,Ahmedabad,Veg,260,Canceled
O38440,24-10-2024,V1,Food Corner 1,E1709,Jaipur,Non-Veg,258,Completed
O38486,24-10-2024,V4,Food Corner 4,E1710,Jaipur,Non-Veg,166,Completed
O38582,24-10-2024,V1,Food Corner 1,E1712,Pune,Non-Veg,134,Canceled
O38770,24-10-2024,V1,Food Corner 1,E1716,Delhi,Non-Veg,160,Canceled
O39006,24-10-2024,V4,Food Corner 4,E1721,Chennai,Non-Veg,205,Canceled
O39052,24-10-2024,V2,Food Corner 2,E1722,Chennai,Non-Veg,279,Canceled
O39238,24-10-2024,V4,Food Corner 4,E1726,Delhi,Veg,237,Canceled
O39335,24-10-2024,V4,Food Corner 4,E1728,Pune,Non-Veg,237,Canceled
O39384,24-10-2024,V1,Food Corner 1,E1729,Mumbai,Veg,222,Canceled
O39430,24-10-2024,V5,Food Corner 5,E1730,Pune,Veg,105,Canceled
O39473,24-10-2024,V1,Food Corner 1,E1731,Hyderabad,Veg,207,Completed
O39567,24-10-2024,V2,Food Corner 2,E1733,Jaipur,Veg,143,Canceled
O39612,24-10-2024,V3,Food Corner 3,E1734,Delhi,Non-Veg,260,Canceled
O39795,24-10-2024,V4,Food Corner 4,E1738,Bangalore,Non-Veg,136,Canceled
O40175,24-10-2024,V3,Food Corner 3,E1746,Ahmedabad,Veg,275,Completed
O40270,24-10-2024,V3,Food Corner 3,E1748,Delhi,Veg,103,Completed
O40316,24-10-2024,V5,Food Corner 5,E1749,Mumbai,Non-Veg,144,Completed
O40367,24-10-2024,V5,Food Corner 5,E1750,Ahmedabad,Veg,238,Canceled
O40463,24-10-2024,V5,Food Corner 5,E1752,Chennai,Veg,249,Canceled
O40556,24-10-2024,V1,Food Corner 1,E1754,Chennai,Non-Veg,197,Completed
O40605,24-10-2024,V2,Food Corner 2,E1755,Jaipur,Veg,215,Canceled
O40791,24-10-2024,V2,Food Corner 2,E1759,Ahmedabad,Non-Veg,168,Canceled
O40888,24-10-2024,V1,Food Corner 1,E1761,Ahmedabad,Non-Veg,125,Canceled
O40937,24-10-2024,V1,Food Corner 1,E1762,Hyderabad,Non-Veg,253,Canceled
O41127,24-10-2024,V1,Food Corner 1,E1766,Kolkata,Veg,269,Canceled
O41169,24-10-2024,V5,Food Corner 5,E1767,Pune,Veg,181,Completed
O41313,24-10-2024,V1,Food Corner 1,E1770,Hyderabad,Veg,205,Canceled
O41360,24-10-2024,V1,Food Corner 1,E1771,Ahmedabad,Non-Veg,217,Canceled
O41406,24-10-2024,V5,Food Corner 5,E1772,Bangalore,Non-Veg,183,Completed
O41454,24-10-2024,V2,Food Corner 2,E1773,Mumbai,Veg,213,Canceled
O41501,24-10-2024,V3,Food Corner 3,E1774,Jaipur,Non-Veg,241,Completed
O41550,24-10-2024,V3,Food Corner 3,E1775,Chennai,Veg,150,Canceled
O41643,24-10-2024,V4,Food Corner 4,E1777,Kolkata,Veg,258,Canceled
O41693,24-10-2024,V1,Food Corner 1,E1778,Bangalore,Non-Veg,125,Canceled
O41738,24-10-2024,V2,Food Corner 2,E1779,Pune,Non-Veg,132,Completed
O41881,24-10-2024,V4,Food Corner 4,E1782,Jaipur,Non-Veg,239,Canceled
O41926,24-10-2024,V2,Food Corner 2,E1783,Chennai,Veg,249,Canceled
O42067,24-10-2024,V1,Food Corner 1,E1786,Delhi,Veg,211,Completed
O42258,24-10-2024,V1,Food Corner 1,E1790,Delhi,Non-Veg,278,Completed
O42403,24-10-2024,V3,Food Corner 3,E1793,Delhi,Non-Veg,274,Canceled
O42451,24-10-2024,V2,Food Corner 2,E1794,Bangalore,Non-Veg,206,Completed
O42590,24-10-2024,V2,Food Corner 2,E1797,Jaipur,Veg,141,Completed
O42642,24-10-2024,V4,Food Corner 4,E1798,Ahmedabad,Veg,173,Canceled
O42916,24-10-2024,V2,Food Corner 2,E1804,Bangalore,Veg,199,Completed
O42964,24-10-2024,V4,Food Corner 4,E1805,Bangalore,Veg,287,Canceled
O43013,24-10-2024,V4,Food Corner 4,E1806,Jaipur,Veg,283,Canceled
O43298,24-10-2024,V3,Food Corner 3,E1812,Bangalore,Non-Veg,179,Completed
O43439,24-10-2024,V1,Food Corner 1,E1815,Kolkata,Veg,191,Canceled
O43488,24-10-2024,V3,Food Corner 3,E1816,Bangalore,Veg,187,Canceled
O43852,24-10-2024,V2,Food Corner 2,E1824,Pune,Non-Veg,150,Canceled
O43900,24-10-2024,V5,Food Corner 5,E1825,Pune,Veg,282,Canceled
O43950,24-10-2024,V1,Food Corner 1,E1826,Jaipur,Non-Veg,281,Canceled
O44051,24-10-2024,V1,Food Corner 1,E1828,Pune,Non-Veg,184,Canceled
O44099,24-10-2024,V2,Food Corner 2,E1829,Ahmedabad,Non-Veg,292,Completed
O44193,24-10-2024,V3,Food Corner 3,E1831,Lucknow,Non-Veg,150,Completed
O44336,24-10-2024,V3,Food Corner 3,E1834,Mumbai,Veg,179,Canceled
O44385,24-10-2024,V4,Food Corner 4,E1835,Jaipur,Veg,259,Completed
O44435,24-10-2024,V3,Food Corner 3,E1836,Lucknow,Non-Veg,123,Canceled
O44527,24-10-2024,V3,Food Corner 3,E1838,Ahmedabad,Veg,299,Canceled
O44572,24-10-2024,V5,Food Corner 5,E1839,Hyderabad,Non-Veg,146,Canceled
O44612,24-10-2024,V1,Food Corner 1,E1840,Kolkata,Veg,199,Canceled
O44707,24-10-2024,V3,Food Corner 3,E1842,Mumbai,Veg,120,Canceled
O44754,24-10-2024,V5,Food Corner 5,E1843,Jaipur,Veg,151,Canceled
O44893,24-10-2024,V1,Food Corner 1,E1846,Bangalore,Non-Veg,251,Canceled
O45039,24-10-2024,V1,Food Corner 1,E1849,Pune,Veg,245,Canceled
O45088,24-10-2024,V4,Food Corner 4,E1850,Hyderabad,Veg,161,Completed
O45277,24-10-2024,V5,Food Corner 5,E1854,Lucknow,Non-Veg,258,Canceled
O45422,24-10-2024,V1,Food Corner 1,E1857,Lucknow,Veg,201,Completed
O45466,24-10-2024,V2,Food Corner 2,E1858,Kolkata,Veg,196,Canceled
O45517,24-10-2024,V3,Food Corner 3,E1859,Chennai,Veg,233,Canceled
O45753,24-10-2024,V3,Food Corner 3,E1864,Pune,Non-Veg,238,Canceled
O45796,24-10-2024,V2,Food Corner 2,E1865,Bangalore,Non-Veg,193,Completed
O45989,24-10-2024,V3,Food Corner 3,E1869,Chennai,Veg,171,Completed
O46036,24-10-2024,V1,Food Corner 1,E1870,Kolkata,Veg,110,Completed
O46320,24-10-2024,V4,Food Corner 4,E1876,Pune,Veg,244,Completed
O46418,24-10-2024,V4,Food Corner 4,E1878,Bangalore,Veg,182,Canceled
O46847,24-10-2024,V5,Food Corner 5,E1887,Chennai,Non-Veg,209,Canceled
O46939,24-10-2024,V2,Food Corner 2,E1889,Pune,Veg,284,Canceled
O47134,24-10-2024,V3,Food Corner 3,E1893,Jaipur,Non-Veg,254,Canceled
O47223,24-10-2024,V3,Food Corner 3,E1895,Kolkata,Veg,210,Canceled
O47268,24-10-2024,V5,Food Corner 5,E1896,Jaipur,Veg,124,Canceled
O47316,24-10-2024,V1,Food Corner 1,E1897,Ahmedabad,Non-Veg,125,Completed
O47506,24-10-2024,V4,Food Corner 4,E1901,Lucknow,Veg,237,Completed
O47552,24-10-2024,V5,Food Corner 5,E1902,Ahmedabad,Non-Veg,179,Completed
O47695,24-10-2024,V4,Food Corner 4,E1905,Mumbai,Non-Veg,244,Canceled
O47784,24-10-2024,V5,Food Corner 5,E1907,Bangalore,Non-Veg,139,Completed
O47926,24-10-2024,V2,Food Corner 2,E1910,Kolkata,Non-Veg,189,Completed
O48210,24-10-2024,V4,Food Corner 4,E1916,Pune,Non-Veg,239,Completed
O48399,24-10-2024,V1,Food Corner 1,E1920,Jaipur,Non-Veg,257,Completed
O48447,24-10-2024,V3,Food Corner 3,E1921,Delhi,Veg,152,Completed
O48495,24-10-2024,V1,Food Corner 1,E1922,Bangalore,Non-Veg,107,Completed
O48591,24-10-2024,V1,Food Corner 1,E1924,Pune,Veg,199,Completed
O48787,24-10-2024,V5,Food Corner 5,E1928,Jaipur,Veg,197,Completed
O48973,24-10-2024,V5,Food Corner 5,E1932,Delhi,Veg,179,Canceled
O49251,24-10-2024,V2,Food Corner 2,E1938,Kolkata,Veg,234,Completed
O49297,24-10-2024,V3,Food Corner 3,E1939,Pune,Veg,148,Completed
O49346,24-10-2024,V5,Food Corner 5,E1940,Pune,Non-Veg,240,Completed
O49393,24-10-2024,V1,Food Corner 1,E1941,Ahmedabad,Non-Veg,118,Completed
O49444,24-10-2024,V4,Food Corner 4,E1942,Hyderabad,Non-Veg,239,Completed
O49586,24-10-2024,V2,Food Corner 2,E1945,Ahmedabad,Veg,140,Completed
O49631,24-10-2024,V3,Food Corner 3,E1946,Kolkata,Veg,190,Canceled
O49726,24-10-2024,V4,Food Corner 4,E1948,Pune,Non-Veg,285,Completed
O49821,24-10-2024,V5,Food Corner 5,E1950,Pune,Non-Veg,156,Canceled
O49868,24-10-2024,V2,Food Corner 2,E1951,Ahmedabad,Non-Veg,166,Canceled
O49916,24-10-2024,V5,Food Corner 5,E1952,Delhi,Veg,218,Completed
O49961,24-10-2024,V5,Food Corner 5,E1953,Delhi,Non-Veg,290,Canceled
O50105,24-10-2024,V5,Food Corner 5,E1956,Ahmedabad,Veg,244,Canceled
O50200,24-10-2024,V3,Food Corner 3,E1958,Mumbai,Veg,104,Completed
O50248,24-10-2024,V4,Food Corner 4,E1959,Delhi,Veg,178,Canceled
O50391,24-10-2024,V4,Food Corner 4,E1962,Hyderabad,Veg,196,Completed
O50576,24-10-2024,V4,Food Corner 4,E1966,Pune,Veg,144,Completed
O50623,24-10-2024,V5,Food Corner 5,E1967,Mumbai,Veg,252,Canceled
O50718,24-10-2024,V3,Food Corner 3,E1969,Pune,Non-Veg,128,Completed
O50763,24-10-2024,V3,Food Corner 3,E1970,Jaipur,Veg,208,Completed
O50811,24-10-2024,V3,Food Corner 3,E1971,Hyderabad,Non-Veg,298,Completed
O50907,24-10-2024,V4,Food Corner 4,E1973,Pune,Non-Veg,164,Canceled
O51002,24-10-2024,V4,Food Corner 4,E1975,Kolkata,Veg,163,Canceled
O51142,24-10-2024,V5,Food Corner 5,E1978,Delhi,Veg,182,Completed
O51236,24-10-2024,V3,Food Corner 3,E1980,Hyderabad,Veg,190,Canceled
O51330,24-10-2024,V3,Food Corner 3,E1982,Bangalore,Non-Veg,254,Completed
O51570,24-10-2024,V4,Food Corner 4,E1987,Lucknow,Non-Veg,294,Completed
O5246,25-10-2024,V5,Food Corner 5,E1005,Pune,Veg,117,Completed
O5289,25-10-2024,V1,Food Corner 1,E1006,Kolkata,Veg,246,Completed
O5805,25-10-2024,V3,Food Corner 3,E1017,Lucknow,Non-Veg,146,Canceled
O6042,25-10-2024,V3,Food Corner 3,E1022,Pune,Non-Veg,175,Canceled
O6184,25-10-2024,V3,Food Corner 3,E1025,Mumbai,Veg,252,Canceled
O6278,25-10-2024,V4,Food Corner 4,E1027,Kolkata,Veg,247,Canceled
O6324,25-10-2024,V4,Food Corner 4,E1028,Chennai,Veg,127,Completed
O6510,25-10-2024,V1,Food Corner 1,E1032,Kolkata,Veg,113,Completed
O6657,25-10-2024,V3,Food Corner 3,E1035,Bangalore,Veg,238,Completed
O6852,25-10-2024,V4,Food Corner 4,E1039,Pune,Non-Veg,131,Canceled
O6898,25-10-2024,V4,Food Corner 4,E1040,Delhi,Veg,170,Canceled
O6944,25-10-2024,V5,Food Corner 5,E1041,Jaipur,Veg,107,Canceled
O7037,25-10-2024,V2,Food Corner 2,E1043,Hyderabad,Non-Veg,179,Canceled
O7126,25-10-2024,V4,Food Corner 4,E1045,Pune,Non-Veg,167,Canceled
O7173,25-10-2024,V3,Food Corner 3,E1046,Delhi,Veg,292,Canceled
O7312,25-10-2024,V4,Food Corner 4,E1049,Chennai,Non-Veg,162,Canceled
O7412,25-10-2024,V3,Food Corner 3,E1051,Ahmedabad,Veg,130,Canceled
O7547,25-10-2024,V5,Food Corner 5,E1054,Pune,Veg,166,Completed
O7597,25-10-2024,V1,Food Corner 1,E1055,Bangalore,Veg,289,Canceled
O7646,25-10-2024,V1,Food Corner 1,E1056,Kolkata,Veg,268,Canceled
O7974,25-10-2024,V1,Food Corner 1,E1063,Jaipur,Non-Veg,154,Canceled
O8070,25-10-2024,V2,Food Corner 2,E1065,Jaipur,Non-Veg,126,Canceled
O8117,25-10-2024,V4,Food Corner 4,E1066,Bangalore,Non-Veg,104,Completed
O8259,25-10-2024,V3,Food Corner 3,E1069,Kolkata,Non-Veg,185,Completed
O8545,25-10-2024,V5,Food Corner 5,E1075,Kolkata,Veg,256,Completed
O8592,25-10-2024,V2,Food Corner 2,E1076,Mumbai,Veg,277,Completed
O8639,25-10-2024,V2,Food Corner 2,E1077,Mumbai,Non-Veg,170,Canceled
O8687,25-10-2024,V3,Food Corner 3,E1078,Jaipur,Veg,236,Completed
O8783,25-10-2024,V1,Food Corner 1,E1080,Kolkata,Non-Veg,225,Completed
O8832,25-10-2024,V1,Food Corner 1,E1081,Hyderabad,Non-Veg,150,Completed
O8876,25-10-2024,V3,Food Corner 3,E1082,Delhi,Veg,202,Completed
O9158,25-10-2024,V4,Food Corner 4,E1088,Hyderabad,Non-Veg,251,Completed
O9298,25-10-2024,V5,Food Corner 5,E1091,Mumbai,Veg,117,Canceled
O9536,25-10-2024,V3,Food Corner 3,E1096,Lucknow,Veg,270,Completed
O9586,25-10-2024,V3,Food Corner 3,E1097,Chennai,Non-Veg,283,Canceled
O9769,25-10-2024,V5,Food Corner 5,E1101,Bangalore,Veg,238,Completed
O9909,25-10-2024,V2,Food Corner 2,E1104,Hyderabad,Veg,257,Completed
O10006,25-10-2024,V5,Food Corner 5,E1106,Pune,Non-Veg,141,Completed
O10100,25-10-2024,V4,Food Corner 4,E1108,Chennai,Non-Veg,203,Canceled
O10244,25-10-2024,V2,Food Corner 2,E1111,Delhi,Non-Veg,113,Canceled
O10572,25-10-2024,V5,Food Corner 5,E1118,Hyderabad,Veg,297,Canceled
O10856,25-10-2024,V1,Food Corner 1,E1124,Mumbai,Veg,235,Completed
O10902,25-10-2024,V5,Food Corner 5,E1125,Kolkata,Veg,129,Canceled
O10948,25-10-2024,V5,Food Corner 5,E1126,Hyderabad,Veg,172,Canceled
O11135,25-10-2024,V5,Food Corner 5,E1130,Kolkata,Non-Veg,219,Completed
O11183,25-10-2024,V5,Food Corner 5,E1131,Kolkata,Non-Veg,195,Completed
O11365,25-10-2024,V4,Food Corner 4,E1135,Jaipur,Non-Veg,223,Canceled
O11508,25-10-2024,V4,Food Corner 4,E1138,Pune,Non-Veg,272,Completed
O11702,25-10-2024,V5,Food Corner 5,E1142,Hyderabad,Veg,113,Canceled
O11750,25-10-2024,V5,Food Corner 5,E1143,Chennai,Veg,113,Canceled
O11796,25-10-2024,V5,Food Corner 5,E1144,Hyderabad,Non-Veg,189,Canceled
O11845,25-10-2024,V3,Food Corner 3,E1145,Ahmedabad,Non-Veg,126,Completed
O12159,25-10-2024,V3,Food Corner 3,E1152,Delhi,Non-Veg,255,Canceled
O12204,25-10-2024,V2,Food Corner 2,E1153,Kolkata,Non-Veg,266,Completed
O12388,25-10-2024,V1,Food Corner 1,E1157,Pune,Non-Veg,142,Canceled
O12487,25-10-2024,V5,Food Corner 5,E1159,Mumbai,Veg,135,Completed
O12579,25-10-2024,V2,Food Corner 2,E1161,Jaipur,Non-Veg,150,Completed
O13004,25-10-2024,V4,Food Corner 4,E1170,Bangalore,Veg,215,Canceled
O13054,25-10-2024,V3,Food Corner 3,E1171,Ahmedabad,Non-Veg,243,Canceled
O13192,25-10-2024,V3,Food Corner 3,E1174,Pune,Non-Veg,249,Canceled
O13237,25-10-2024,V5,Food Corner 5,E1175,Delhi,Non-Veg,188,Completed
O13469,25-10-2024,V3,Food Corner 3,E1180,Ahmedabad,Non-Veg,101,Completed
O13518,25-10-2024,V1,Food Corner 1,E1181,Chennai,Non-Veg,116,Completed
O13661,25-10-2024,V2,Food Corner 2,E1184,Hyderabad,Non-Veg,193,Completed
O14035,25-10-2024,V2,Food Corner 2,E1192,Hyderabad,Non-Veg,282,Completed
O14133,25-10-2024,V2,Food Corner 2,E1194,Lucknow,Veg,119,Canceled
O14180,25-10-2024,V4,Food Corner 4,E1195,Ahmedabad,Non-Veg,212,Canceled
O14321,25-10-2024,V5,Food Corner 5,E1198,Mumbai,Non-Veg,138,Canceled
O14369,25-10-2024,V2,Food Corner 2,E1199,Jaipur,Veg,118,Canceled
O14418,25-10-2024,V2,Food Corner 2,E1200,Hyderabad,Non-Veg,207,Canceled
O14465,25-10-2024,V5,Food Corner 5,E1201,Hyderabad,Veg,101,Canceled
O14604,25-10-2024,V2,Food Corner 2,E1204,Jaipur,Veg,212,Completed
O14653,25-10-2024,V3,Food Corner 3,E1205,Ahmedabad,Veg,300,Canceled
O14747,25-10-2024,V4,Food Corner 4,E1207,Chennai,Non-Veg,272,Completed
O14794,25-10-2024,V4,Food Corner 4,E1208,Lucknow,Veg,181,Completed
O14889,25-10-2024,V4,Food Corner 4,E1210,Jaipur,Veg,196,Canceled
O14938,25-10-2024,V2,Food Corner 2,E1211,Bangalore,Veg,206,Canceled
O14986,25-10-2024,V4,Food Corner 4,E1212,Mumbai,Non-Veg,186,Canceled
O15035,25-10-2024,V3,Food Corner 3,E1213,Lucknow,Veg,197,Canceled
O15131,25-10-2024,V5,Food Corner 5,E1215,Mumbai,Veg,192,Completed
O15222,25-10-2024,V4,Food Corner 4,E1217,Chennai,Non-Veg,127,Completed
O15319,25-10-2024,V4,Food Corner 4,E1219,Chennai,Non-Veg,238,Canceled
O15367,25-10-2024,V3,Food Corner 3,E1220,Jaipur,Veg,236,Canceled
O15606,25-10-2024,V4,Food Corner 4,E1225,Kolkata,Non-Veg,189,Canceled
O15652,25-10-2024,V1,Food Corner 1,E1226,Delhi,Veg,142,Canceled
O15789,25-10-2024,V4,Food Corner 4,E1229,Kolkata,Non-Veg,276,Completed
O15832,25-10-2024,V3,Food Corner 3,E1230,Hyderabad,Non-Veg,273,Canceled
O16161,25-10-2024,V2,Food Corner 2,E1237,Jaipur,Non-Veg,247,Canceled
O16208,25-10-2024,V1,Food Corner 1,E1238,Bangalore,Non-Veg,146,Canceled
O16257,25-10-2024,V3,Food Corner 3,E1239,Bangalore,Veg,229,Completed
O16309,25-10-2024,V5,Food Corner 5,E1240,Bangalore,Non-Veg,138,Completed
O16357,25-10-2024,V2,Food Corner 2,E1241,Bangalore,Non-Veg,118,Canceled
O16403,25-10-2024,V5,Food Corner 5,E1242,Jaipur,Veg,275,Canceled
O16491,25-10-2024,V2,Food Corner 2,E1244,Bangalore,Non-Veg,284,Completed
O16633,25-10-2024,V2,Food Corner 2,E1247,Pune,Non-Veg,172,Completed
O16679,25-10-2024,V1,Food Corner 1,E1248,Delhi,Veg,298,Completed
O16910,25-10-2024,V5,Food Corner 5,E1253,Bangalore,Non-Veg,237,Canceled
O17052,25-10-2024,V5,Food Corner 5,E1256,Mumbai,Non-Veg,124,Canceled
O17096,25-10-2024,V1,Food Corner 1,E1257,Bangalore,Veg,251,Canceled
O17190,25-10-2024,V3,Food Corner 3,E1259,Bangalore,Veg,159,Canceled
O17235,25-10-2024,V1,Food Corner 1,E1260,Hyderabad,Veg,224,Canceled
O17285,25-10-2024,V5,Food Corner 5,E1261,Hyderabad,Veg,205,Canceled
O17333,25-10-2024,V2,Food Corner 2,E1262,Hyderabad,Non-Veg,162,Canceled
O17715,25-10-2024,V3,Food Corner 3,E1270,Mumbai,Non-Veg,290,Completed
O17763,25-10-2024,V3,Food Corner 3,E1271,Kolkata,Non-Veg,266,Completed
O17860,25-10-2024,V2,Food Corner 2,E1273,Bangalore,Non-Veg,241,Completed
O17954,25-10-2024,V3,Food Corner 3,E1275,Bangalore,Non-Veg,251,Canceled
O18047,25-10-2024,V5,Food Corner 5,E1277,Chennai,Veg,158,Completed
O18189,25-10-2024,V1,Food Corner 1,E1280,Delhi,Non-Veg,232,Canceled
O18424,25-10-2024,V5,Food Corner 5,E1285,Pune,Non-Veg,271,Completed
O18564,25-10-2024,V3,Food Corner 3,E1288,Lucknow,Veg,129,Canceled
O18800,25-10-2024,V3,Food Corner 3,E1293,Delhi,Veg,217,Canceled
O18846,25-10-2024,V2,Food Corner 2,E1294,Delhi,Non-Veg,182,Completed
O19036,25-10-2024,V2,Food Corner 2,E1298,Kolkata,Non-Veg,203,Completed
O19082,25-10-2024,V4,Food Corner 4,E1299,Mumbai,Non-Veg,179,Completed
O19223,25-10-2024,V4,Food Corner 4,E1302,Pune,Non-Veg,137,Completed
O19365,25-10-2024,V5,Food Corner 5,E1305,Hyderabad,Veg,134,Canceled
O19555,25-10-2024,V2,Food Corner 2,E1309,Mumbai,Veg,257,Canceled
O19650,25-10-2024,V3,Food Corner 3,E1311,Pune,Non-Veg,191,Canceled
O19842,25-10-2024,V1,Food Corner 1,E1315,Kolkata,Veg,264,Canceled
O19982,25-10-2024,V4,Food Corner 4,E1318,Hyderabad,Non-Veg,155,Completed
O20029,25-10-2024,V3,Food Corner 3,E1319,Delhi,Non-Veg,102,Completed
O20078,25-10-2024,V1,Food Corner 1,E1320,Pune,Veg,107,Canceled
O20127,25-10-2024,V1,Food Corner 1,E1321,Lucknow,Veg,127,Completed
O20270,25-10-2024,V1,Food Corner 1,E1324,Delhi,Veg,135,Completed
O20319,25-10-2024,V1,Food Corner 1,E1325,Delhi,Non-Veg,272,Canceled
O20462,25-10-2024,V2,Food Corner 2,E1328,Chennai,Veg,278,Completed
O20508,25-10-2024,V3,Food Corner 3,E1329,Lucknow,Non-Veg,194,Canceled
O20839,25-10-2024,V5,Food Corner 5,E1336,Pune,Veg,112,Canceled
O20979,25-10-2024,V3,Food Corner 3,E1339,Ahmedabad,Non-Veg,182,Completed
O21025,25-10-2024,V1,Food Corner 1,E1340,Delhi,Veg,299,Canceled
O21632,25-10-2024,V3,Food Corner 3,E1353,Kolkata,Non-Veg,223,Completed
O21917,25-10-2024,V5,Food Corner 5,E1359,Jaipur,Veg,129,Completed
O21966,25-10-2024,V1,Food Corner 1,E1360,Kolkata,Non-Veg,182,Canceled
O22105,25-10-2024,V3,Food Corner 3,E1363,Pune,Non-Veg,150,Completed
O22191,25-10-2024,V4,Food Corner 4,E1365,Lucknow,Veg,155,Completed
O22240,25-10-2024,V5,Food Corner 5,E1366,Ahmedabad,Non-Veg,246,Canceled
O22332,25-10-2024,V5,Food Corner 5,E1368,Pune,Veg,210,Canceled
O22562,25-10-2024,V5,Food Corner 5,E1373,Chennai,Veg,219,Completed
O22698,25-10-2024,V5,Food Corner 5,E1376,Ahmedabad,Non-Veg,197,Canceled
O22744,25-10-2024,V3,Food Corner 3,E1377,Hyderabad,Veg,288,Canceled
O22795,25-10-2024,V1,Food Corner 1,E1378,Hyderabad,Non-Veg,158,Completed
O22986,25-10-2024,V4,Food Corner 4,E1382,Delhi,Non-Veg,266,Completed
O23133,25-10-2024,V4,Food Corner 4,E1385,Chennai,Veg,200,Canceled
O23179,25-10-2024,V2,Food Corner 2,E1386,Pune,Veg,287,Canceled
O23229,25-10-2024,V3,Food Corner 3,E1387,Pune,Non-Veg,266,Canceled
O23648,25-10-2024,V1,Food Corner 1,E1396,Kolkata,Non-Veg,190,Canceled
O23838,25-10-2024,V2,Food Corner 2,E1400,Ahmedabad,Veg,222,Canceled
O23886,25-10-2024,V4,Food Corner 4,E1401,Hyderabad,Veg,251,Canceled
O24029,25-10-2024,V2,Food Corner 2,E1404,Pune,Veg,273,Completed
O24076,25-10-2024,V4,Food Corner 4,E1405,Bangalore,Veg,132,Completed
O24408,25-10-2024,V5,Food Corner 5,E1412,Bangalore,Non-Veg,168,Canceled
O24454,25-10-2024,V1,Food Corner 1,E1413,Lucknow,Veg,176,Canceled
O24551,25-10-2024,V3,Food Corner 3,E1415,Delhi,Non-Veg,277,Canceled
O24693,25-10-2024,V3,Food Corner 3,E1418,Jaipur,Non-Veg,193,Completed
O24740,25-10-2024,V1,Food Corner 1,E1419,Kolkata,Non-Veg,168,Canceled
O24978,25-10-2024,V2,Food Corner 2,E1424,Mumbai,Veg,250,Completed
O25164,25-10-2024,V3,Food Corner 3,E1428,Pune,Non-Veg,269,Canceled
O25259,25-10-2024,V5,Food Corner 5,E1430,Bangalore,Non-Veg,237,Completed
O25350,25-10-2024,V2,Food Corner 2,E1432,Kolkata,Non-Veg,205,Canceled
O25399,25-10-2024,V2,Food Corner 2,E1433,Delhi,Veg,152,Canceled
O25585,25-10-2024,V2,Food Corner 2,E1437,Lucknow,Veg,198,Canceled
O25633,25-10-2024,V4,Food Corner 4,E1438,Pune,Veg,265,Canceled
O25681,25-10-2024,V2,Food Corner 2,E1439,Jaipur,Non-Veg,274,Canceled
O25870,25-10-2024,V2,Food Corner 2,E1443,Pune,Non-Veg,144,Canceled
O25919,25-10-2024,V4,Food Corner 4,E1444,Bangalore,Non-Veg,226,Canceled
O25969,25-10-2024,V2,Food Corner 2,E1445,Mumbai,Veg,294,Completed
O26158,25-10-2024,V2,Food Corner 2,E1449,Lucknow,Veg,133,Canceled
O26482,25-10-2024,V3,Food Corner 3,E1456,Mumbai,Non-Veg,166,Completed
O26623,25-10-2024,V3,Food Corner 3,E1459,Chennai,Non-Veg,282,Completed
O26814,25-10-2024,V4,Food Corner 4,E1463,Chennai,Veg,223,Canceled
O26961,25-10-2024,V3,Food Corner 3,E1466,Lucknow,Veg,157,Canceled
O27152,25-10-2024,V3,Food Corner 3,E1470,Mumbai,Veg,227,Canceled
O27675,25-10-2024,V4,Food Corner 4,E1481,Ahmedabad,Veg,299,Completed
O27724,25-10-2024,V5,Food Corner 5,E1482,Ahmedabad,Veg,123,Completed
O27774,25-10-2024,V3,Food Corner 3,E1483,Jaipur,Veg,295,Canceled
O28054,25-10-2024,V5,Food Corner 5,E1489,Pune,Veg,294,Canceled
O28098,25-10-2024,V5,Food Corner 5,E1490,Bangalore,Veg,190,Canceled
O28333,25-10-2024,V1,Food Corner 1,E1495,Ahmedabad,Non-Veg,249,Canceled
O28380,25-10-2024,V2,Food Corner 2,E1496,Lucknow,Veg,132,Completed
O28426,25-10-2024,V3,Food Corner 3,E1497,Kolkata,Non-Veg,247,Completed
O28476,25-10-2024,V3,Food Corner 3,E1498,Pune,Veg,194,Completed
O28565,25-10-2024,V4,Food Corner 4,E1500,Hyderabad,Non-Veg,245,Completed
O28616,25-10-2024,V4,Food Corner 4,E1501,Kolkata,Veg,211,Canceled
